user_input,intent,source,user_input_clean,text_length,word_count,avg_word_length,exclamation_count,question_count,intent_encoded,cleaned_text,token_count,avg_token_length,has_question,has_exclamation,question_word_count,is_valid_length
 flights from atlanta to dallas in the afternoon,atis_flight,atis,flights from atlanta to dallas in the afternoon,47,8,5.0,0,0,35,flight from atlanta to dallas in the afternoon,8,4.875,0,0,0,1
 define airline us,atis_abbreviation,atis,define airline us,17,3,5.0,0,0,23,define airline we,3,5.0,0,0,0,1
 does american airlines have a flight from pittsburgh to atlanta,atis_flight,atis,does american airlines have a flight from pittsburgh to atlanta,63,10,5.4,0,0,35,do american airline have a flight from pittsburgh to atlanta,10,5.1,0,0,0,1
 flights from montreal and phoenix to las vegas,atis_flight,atis,flights from montreal and phoenix to las vegas,46,8,4.875,0,0,35,flight from montreal and phoenix to las vegas,8,4.75,0,0,0,1
 i'd like to buy a coach class ticket from denver to atlanta with a stopover in pittsburgh,atis_airfare,atis,id like to buy a coach class ticket from denver to atlanta with a stopover in pittsburgh,88,17,4.235294117647059,0,0,26,I d like to buy a coach class ticket from denver to atlanta with a stopover in pittsburgh,18,4.0,0,0,0,1
 us air next wednesday from cleveland to miami,atis_flight,atis,us air next wednesday from cleveland to miami,45,8,4.75,0,0,35,we air next wednesday from cleveland to miami,8,4.75,0,0,0,1
 on monday i would like to travel from charlotte north carolina to phoenix arizona i would like to arrive in phoenix before 4 pm,atis_flight,atis,on monday i would like to travel from charlotte north carolina to phoenix arizona i would like to arrive in phoenix before pm,125,23,4.478260869565218,0,0,35,on monday I would like to travel from charlotte north carolina to phoenix arizona I would like to arrive in phoenix before 4 pm,24,4.333333333333333,0,0,0,1
 what price is a limousine service in boston,atis_ground_fare,atis,what price is a limousine service in boston,43,8,4.5,0,0,39,what price be a limousine service in boston,8,4.5,0,0,1,1
 atlanta to oakland thursday,atis_flight,atis,atlanta to oakland thursday,27,4,6.0,0,0,35,atlanta to oakland thursday,4,6.0,0,0,0,1
 please list nonstop flights from las vegas to new york on america west,atis_flight,atis,please list nonstop flights from las vegas to new york on america west,70,13,4.461538461538462,0,0,35,please list nonstop flight from las vegas to new york on america west,13,4.384615384615385,0,0,0,1
 what afternoon flights are available from denver to san francisco on wednesdays,atis_flight,atis,what afternoon flights are available from denver to san francisco on wednesdays,79,12,5.666666666666667,0,0,35,what afternoon flight be available from denver to san francisco on wednesday,12,5.416666666666667,0,0,1,1
 i would like information on flights from dallas to atlanta arriving in atlanta on tuesday morning,atis_flight,atis,i would like information on flights from dallas to atlanta arriving in atlanta on tuesday morning,97,16,5.125,0,0,35,I would like information on flight from dallas to atlanta arrive in atlanta on tuesday morning,16,4.9375,0,0,0,1
 i'm looking for a flight from pittsburgh to san francisco,atis_flight,atis,im looking for a flight from pittsburgh to san francisco,56,10,4.7,0,0,35,I m look for a flight from pittsburgh to san francisco,11,4.0,0,0,0,1
 cheapest fare from memphis to seattle,atis_airfare,atis,cheapest fare from memphis to seattle,37,6,5.333333333333333,0,0,26,cheap fare from memphis to seattle,6,4.833333333333333,0,0,0,1
 what is the earliest flight from memphis to las vegas,atis_flight,atis,what is the earliest flight from memphis to las vegas,53,10,4.4,0,0,35,what be the early flight from memphis to las vegas,10,4.1,0,0,1,1
 i would like to find the cheapest one way fare from boston to oakland,atis_airfare,atis,i would like to find the cheapest one way fare from boston to oakland,69,14,4.0,0,0,26,I would like to find the cheap one way fare from boston to oakland,14,3.7857142857142856,0,0,0,1
 i would like to fly from salt lake city back to st. petersburg on wednesday,atis_flight,atis,i would like to fly from salt lake city back to st petersburg on wednesday,74,15,4.0,0,0,35,I would like to fly from salt lake city back to st . petersburg on wednesday,16,3.8125,0,0,0,1
 show me the flights from pittsburgh to san francisco,atis_flight,atis,show me the flights from pittsburgh to san francisco,52,9,4.888888888888889,0,0,35,show I the flight from pittsburgh to san francisco,9,4.666666666666667,0,0,0,1
 i want to leave before 8 in the morning what flight should i take to atlanta from boston,atis_flight,atis,i want to leave before in the morning what flight should i take to atlanta from boston,86,17,4.117647058823529,0,0,35,I want to leave before 8 in the morning what flight should I take to atlanta from boston,18,3.9444444444444446,0,0,0,1
 yes i'd like a flight from long beach to st. louis by way of dallas,atis_flight,atis,yes id like a flight from long beach to st louis by way of dallas,65,15,3.4,0,0,35,yes I d like a flight from long beach to st . louis by way of dallas,17,3.0588235294117645,0,0,0,1
 is there a direct flight from atlanta to philadelphia that arrives in philadelphia around 12 noon,atis_flight,atis,is there a direct flight from atlanta to philadelphia that arrives in philadelphia around noon,94,15,5.333333333333333,0,0,35,be there a direct flight from atlanta to philadelphia that arrive in philadelphia around 12 noon,16,5.0625,0,0,0,1
 flights between baltimore and washington dc,atis_flight,atis,flights between baltimore and washington dc,43,6,6.333333333333333,0,0,35,flight between baltimore and washington dc,6,6.166666666666667,0,0,0,1
 what is the price of a first class ticket from atlanta to san francisco,atis_airfare,atis,what is the price of a first class ticket from atlanta to san francisco,71,14,4.142857142857143,0,0,26,what be the price of a first class ticket from atlanta to san francisco,14,4.142857142857143,0,0,1,1
 show me all flights from denver to pittsburgh which serve a meal for the day after tomorrow,atis_flight,atis,show me all flights from denver to pittsburgh which serve a meal for the day after tomorrow,91,17,4.411764705882353,0,0,35,show I all flight from denver to pittsburgh which serve a meal for the day after tomorrow,17,4.294117647058823,0,0,0,1
 what is the earliest arrival in salt lake city of a flight from toronto,atis_flight,atis,what is the earliest arrival in salt lake city of a flight from toronto,71,14,4.142857142857143,0,0,35,what be the early arrival in salt lake city of a flight from toronto,14,3.9285714285714284,0,0,1,1
 what are the flights available in the morning between boston and denver,atis_flight,atis,what are the flights available in the morning between boston and denver,71,12,5.0,0,0,35,what be the flight available in the morning between boston and denver,12,4.833333333333333,0,0,1,1
 show me the latest nonstop flight from denver to washington dc,atis_flight,atis,show me the latest nonstop flight from denver to washington dc,62,11,4.727272727272728,0,0,35,show I the late nonstop flight from denver to washington dc,11,4.454545454545454,0,0,0,1
 i need a flight from philadelphia to san francisco next wednesday,atis_flight,atis,i need a flight from philadelphia to san francisco next wednesday,65,11,5.0,0,0,35,I need a flight from philadelphia to san francisco next wednesday,11,5.0,0,0,0,1
 i'm looking for ground transportation in dallas,atis_ground_service,atis,im looking for ground transportation in dallas,46,7,5.714285714285714,0,0,40,I m look for ground transportation in dallas,8,4.625,0,0,0,1
 what car rentals are available next sunday from denver airport,atis_ground_service,atis,what car rentals are available next sunday from denver airport,62,10,5.3,0,0,40,what car rental be available next sunday from denver airport,10,5.1,0,0,1,1
 please list the cost of all flights from philadelphia to denver airport next sunday,atis_airfare,atis,please list the cost of all flights from philadelphia to denver airport next sunday,83,14,5.0,0,0,26,please list the cost of all flight from philadelphia to denver airport next sunday,14,4.928571428571429,0,0,0,1
Be quiet,Shutup,chatbots,be quiet,8,2,3.5,0,0,16,be quiet,2,3.5,0,0,0,1
 how many fare codes belong to economy class,atis_quantity,atis,how many fare codes belong to economy class,43,8,4.5,0,0,43,how many fare code belong to economy class,8,4.375,0,0,1,1
 show me round trip fares from denver to philadelphia,atis_airfare,atis,show me round trip fares from denver to philadelphia,52,9,4.888888888888889,0,0,26,show I round trip fare from denver to philadelphia,9,4.666666666666667,0,0,0,1
 i need to fly from washington to san francisco but i'd like to stop over at dallas can you tell me a schedule of flights that will do that,atis_flight,atis,i need to fly from washington to san francisco but id like to stop over at dallas can you tell me a schedule of flights that will do that,137,29,3.7586206896551726,0,0,35,I need to fly from washington to san francisco but I d like to stop over at dallas can you tell I a schedule of flight that will do that,30,3.566666666666667,0,0,0,1
 what are the coach fares for flights from charlotte to newark tuesday evening,atis_airfare,atis,what are the coach fares for flights from charlotte to newark tuesday evening,77,13,5.0,0,0,26,what be the coach fare for flight from charlotte to newark tuesday evening,13,4.769230769230769,0,0,1,1
 display all flights from san francisco to boston on august eighth,atis_flight,atis,display all flights from san francisco to boston on august eighth,65,11,5.0,0,0,35,display all flight from san francisco to boston on august eighth,11,4.909090909090909,0,0,0,1
 please show me the flights from washington to san francisco,atis_flight,atis,please show me the flights from washington to san francisco,59,10,5.0,0,0,35,please show I the flight from washington to san francisco,10,4.8,0,0,0,1
 show me all meals on flights from atlanta to washington,atis_meal,atis,show me all meals on flights from atlanta to washington,55,10,4.6,0,0,42,show I all meal on flight from atlanta to washington,10,4.3,0,0,0,1
 i'd like a nonstop flight from indianapolis to san diego that serves dinner what's available,atis_flight,atis,id like a nonstop flight from indianapolis to san diego that serves dinner whats available,90,15,5.066666666666666,0,0,35,I d like a nonstop flight from indianapoli to san diego that serve dinner what s available,17,4.352941176470588,0,0,0,1
 flights from cleveland to kansas city on monday,atis_flight,atis,flights from cleveland to kansas city on monday,47,8,5.0,0,0,35,flight from cleveland to kansas city on monday,8,4.875,0,0,0,1
 what are all flights from boston to pittsburgh on wednesdays,atis_flight,atis,what are all flights from boston to pittsburgh on wednesdays,60,10,5.1,0,0,35,what be all flight from boston to pittsburgh on wednesday,10,4.8,0,0,1,1
 please tell me which airline has the most departures from atlanta,atis_airline,atis,please tell me which airline has the most departures from atlanta,65,11,5.0,0,0,28,please tell I which airline have the most departure from atlanta,11,4.909090909090909,0,0,1,1
 what is the cheapest round trip fare from atlanta to pittsburgh,atis_airfare,atis,what is the cheapest round trip fare from atlanta to pittsburgh,63,11,4.818181818181818,0,0,26,what be the cheap round trip fare from atlanta to pittsburgh,11,4.545454545454546,0,0,1,1
 do you have a delta flight to san francisco from denver on august thirtieth in the early morning,atis_flight,atis,do you have a delta flight to san francisco from denver on august thirtieth in the early morning,96,18,4.388888888888889,0,0,35,do you have a delta flight to san francisco from denver on august thirtieth in the early morning,18,4.388888888888889,0,0,0,1
 i would like to fly from philadelphia to dallas,atis_flight,atis,i would like to fly from philadelphia to dallas,47,9,4.333333333333333,0,0,35,I would like to fly from philadelphia to dallas,9,4.333333333333333,0,0,0,1
 i would like to fly to san francisco from washington dc,atis_flight,atis,i would like to fly to san francisco from washington dc,55,11,4.090909090909091,0,0,35,I would like to fly to san francisco from washington dc,11,4.090909090909091,0,0,0,1
 what are all the flights between san francisco and boston,atis_flight,atis,what are all the flights between san francisco and boston,57,10,4.8,0,0,35,what be all the flight between san francisco and boston,10,4.6,0,0,1,1
 i would like the fare on the us air 1039 from denver to pittsburgh on april twenty,atis_airfare,atis,i would like the fare on the us air from denver to pittsburgh on april twenty,77,16,3.875,0,0,26,I would like the fare on the us air 1039 from denver to pittsburgh on april twenty,17,3.8823529411764706,0,0,0,1
 what does fare code qo mean,atis_abbreviation,atis,what does fare code qo mean,27,6,3.6666666666666665,0,0,23,what do fare code qo mean,6,3.3333333333333335,0,0,1,1
 i want to go and take a plane in atlanta and fly to boston,atis_aircraft,atis,i want to go and take a plane in atlanta and fly to boston,58,14,3.2142857142857144,0,0,24,I want to go and take a plane in atlanta and fly to boston,14,3.2142857142857144,0,0,0,1
 show me all the flights from philadelphia to newark,atis_flight,atis,show me all the flights from philadelphia to newark,51,9,4.777777777777778,0,0,35,show I all the flight from philadelphia to newark,9,4.555555555555555,0,0,0,1
 and i'll need ground transportation for tuesday july sixth to wednesday july seventh in san diego,atis_ground_service,atis,and ill need ground transportation for tuesday july sixth to wednesday july seventh in san diego,96,16,5.0625,0,0,40,and I ll need ground transportation for tuesday july sixth to wednesday july seventh in san diego,17,4.764705882352941,0,0,0,1
 give me the flights from salt lake city to new york city arriving before 6 pm,atis_flight,atis,give me the flights from salt lake city to new york city arriving before pm,75,15,4.066666666666666,0,0,35,give I the flight from salt lake city to new york city arrive before 6 pm,16,3.625,0,0,0,1
 show me all the us air flights to pittsburgh between 12 and 4 in the afternoon,atis_flight,atis,show me all the us air flights to pittsburgh between and in the afternoon,73,14,4.285714285714286,0,0,35,show I all the us air flight to pittsburgh between 12 and 4 in the afternoon,16,3.8125,0,0,0,1
 show me the flights from san francisco to boston,atis_flight,atis,show me the flights from san francisco to boston,48,9,4.444444444444445,0,0,35,show I the flight from san francisco to boston,9,4.222222222222222,0,0,0,1
 san francisco to denver tuesday,atis_flight,atis,san francisco to denver tuesday,31,5,5.4,0,0,35,san francisco to denver tuesday,5,5.4,0,0,0,1
 please list all delta flights from kansas city to salt lake city,atis_flight,atis,please list all delta flights from kansas city to salt lake city,64,12,4.416666666666667,0,0,35,please list all delta flight from kansas city to salt lake city,12,4.333333333333333,0,0,0,1
 i would like to see the flights from baltimore to philadelphia again,atis_flight,atis,i would like to see the flights from baltimore to philadelphia again,68,12,4.75,0,0,35,I would like to see the flight from baltimore to philadelphia again,12,4.666666666666667,0,0,0,1
 okay how about a flight on sunday from tampa to charlotte,atis_flight,atis,okay how about a flight on sunday from tampa to charlotte,57,11,4.2727272727272725,0,0,35,okay how about a flight on sunday from tampa to charlotte,11,4.2727272727272725,0,0,1,1
 list the northwest airlines flights that leave denver before noon,atis_flight,atis,list the northwest airlines flights that leave denver before noon,65,10,5.6,0,0,35,list the northwest airline flight that leave denver before noon,10,5.4,0,0,0,1
 what is yyz,atis_abbreviation,atis,what is yyz,11,3,3.0,0,0,23,what be yyz,3,3.0,0,0,1,1
 show me all united airlines first class flights,atis_flight,atis,show me all united airlines first class flights,47,8,5.0,0,0,35,show I all united airlines first class flight,8,4.75,0,0,0,1
 san francisco to boston please with a stopover in denver,atis_flight,atis,san francisco to boston please with a stopover in denver,56,10,4.7,0,0,35,san francisco to boston please with a stopover in denver,10,4.7,0,0,0,1
 can you give me information on all the flights from san francisco no from pittsburgh to san francisco on monday,atis_flight,atis,can you give me information on all the flights from san francisco no from pittsburgh to san francisco on monday,111,20,4.6,0,0,35,can you give I information on all the flight from san francisco no from pittsburgh to san francisco on monday,20,4.5,0,0,0,1
 what kinds of planes are used by american airlines,atis_aircraft,atis,what kinds of planes are used by american airlines,50,9,4.666666666666667,0,0,24,what kind of plane be use by american airlines,9,4.222222222222222,0,0,1,1
 give me the flights from indianapolis to orlando on december twenty seventh and twenty eighth,atis_flight,atis,give me the flights from indianapolis to orlando on december twenty seventh and twenty eighth,93,15,5.266666666666667,0,0,35,give I the flight from indianapoli to orlando on december twenty seventh and twenty eighth,15,5.066666666666666,0,0,0,1
 how many flights does eastern airlines have from boston to atlanta,atis_quantity,atis,how many flights does eastern airlines have from boston to atlanta,66,11,5.090909090909091,0,0,43,how many flight do eastern airline have from boston to atlanta,11,4.7272727272727275,0,0,1,1
 flight from milwaukee to denver,atis_flight,atis,flight from milwaukee to denver,31,5,5.4,0,0,35,flight from milwaukee to denver,5,5.4,0,0,0,1
 what are all of the flights into and out of atlanta's airport,atis_flight,atis,what are all of the flights into and out of atlantas airport,60,12,4.083333333333333,0,0,35,what be all of the flight into and out of atlanta s airport,13,3.6153846153846154,0,0,1,1
 show me all the flights on northwest airlines from new york to milwaukee to los angeles,atis_flight,atis,show me all the flights on northwest airlines from new york to milwaukee to los angeles,87,16,4.5,0,0,35,show I all the flight on northwest airline from new york to milwaukee to los angeles,16,4.3125,0,0,0,1
 what is the distance from la guardia to new york's downtown,atis_distance,atis,what is the distance from la guardia to new yorks downtown,58,11,4.363636363636363,0,0,34,what be the distance from la guardia to new york s downtown,12,4.0,0,0,1,1
 what is the least expensive flight from baltimore to san francisco,atis_flight,atis,what is the least expensive flight from baltimore to san francisco,66,11,5.090909090909091,0,0,35,what be the least expensive flight from baltimore to san francisco,11,5.090909090909091,0,0,1,1
 list flights tomorrow from san diego to phoenix,atis_flight,atis,list flights tomorrow from san diego to phoenix,47,8,5.0,0,0,35,list flight tomorrow from san diego to phoenix,8,4.875,0,0,0,1
 i'd like a ticket from denver to atlanta with a stopover in pittsburgh is this possible,atis_airfare,atis,id like a ticket from denver to atlanta with a stopover in pittsburgh is this possible,86,16,4.4375,0,0,26,I d like a ticket from denver to atlanta with a stopover in pittsburgh be this possible,17,4.176470588235294,0,0,0,1
 show me the continental flights leaving chicago early saturday morning,atis_flight,atis,show me the continental flights leaving chicago early saturday morning,70,10,6.1,0,0,35,show I the continental flight leave chicago early saturday morning,10,5.7,0,0,0,1
 i want to find a flight from boston to atlanta,atis_flight,atis,i want to find a flight from boston to atlanta,46,10,3.7,0,0,35,I want to find a flight from boston to atlanta,10,3.7,0,0,0,1
 show me all flights between san francisco and philadelphia on september fifteenth with departure time after 12 pm,atis_flight,atis,show me all flights between san francisco and philadelphia on september fifteenth with departure time after pm,110,17,5.529411764705882,0,0,35,show I all flight between san francisco and philadelphia on september fifteenth with departure time after 12 pm,18,5.222222222222222,0,0,0,1
 give me flights from chicago to seattle on saturday morning,atis_flight,atis,give me flights from chicago to seattle on saturday morning,59,10,5.0,0,0,35,give I flight from chicago to seattle on saturday morning,10,4.8,0,0,0,1
 what is the round trip thrift fare on us air from boston to san francisco,atis_airfare,atis,what is the round trip thrift fare on us air from boston to san francisco,73,15,3.933333333333333,0,0,26,what be the round trip thrift fare on we air from boston to san francisco,15,3.933333333333333,0,0,1,1
 list all flights from boston to san francisco with at least 3 stops,atis_flight,atis,list all flights from boston to san francisco with at least stops,65,12,4.5,0,0,35,list all flight from boston to san francisco with at least 3 stop,13,4.076923076923077,0,0,0,1
 what time zone is denver in,atis_city,atis,what time zone is denver in,27,6,3.6666666666666665,0,0,33,what time zone be denver in,6,3.6666666666666665,0,0,1,1
 list all american airlines flights from phoenix to milwaukee on wednesday,atis_flight,atis,list all american airlines flights from phoenix to milwaukee on wednesday,73,11,5.727272727272728,0,0,35,list all american airlines flight from phoenix to milwaukee on wednesday,11,5.636363636363637,0,0,0,1
 flight information from san francisco to pittsburgh,atis_flight,atis,flight information from san francisco to pittsburgh,51,7,6.428571428571429,0,0,35,flight information from san francisco to pittsburgh,7,6.428571428571429,0,0,0,1
 what's the earliest flight from boston to philadelphia,atis_flight,atis,whats the earliest flight from boston to philadelphia,53,8,5.75,0,0,35,what s the early flight from boston to philadelphia,9,4.777777777777778,0,0,1,1
 show me the flights from toronto to cincinnati,atis_flight,atis,show me the flights from toronto to cincinnati,46,8,4.875,0,0,35,show I the flight from toronto to cincinnati,8,4.625,0,0,0,1
 please list the flight times from newark to boston,atis_flight_time,atis,please list the flight times from newark to boston,50,9,4.666666666666667,0,0,38,please list the flight time from newark to boston,9,4.555555555555555,0,0,0,1
 may i please see airlines and flight numbers from new york to toronto on the same date june seventeenth also arriving in toronto before noon thank you,atis_airline#atis_flight_no,atis,may i please see airlines and flight numbers from new york to toronto on the same date june seventeenth also arriving in toronto before noon thank you,150,27,4.592592592592593,0,0,29,may I please see airline and flight number from new york to toronto on the same date june seventeenth also arrive in toronto before noon thank you,27,4.444444444444445,0,0,0,1
 i need a flight from st. petersburg to charlotte which will get me into charlotte by 5 pm or as soon thereafter as possible,atis_flight,atis,i need a flight from st petersburg to charlotte which will get me into charlotte by pm or as soon thereafter as possible,120,23,4.260869565217392,0,0,35,I need a flight from st . petersburg to charlotte which will get I into charlotte by 5 pm or as soon thereafter as possible,25,3.96,0,0,0,1
Wasn't meant for you,NotTalking2U,chatbots,wasnt meant for you,19,4,4.0,0,0,11,wasn t mean for you,5,3.0,0,0,0,1
 show me all flights to dallas that are less than 1500 dollars round trip,atis_flight,atis,show me all flights to dallas that are less than dollars round trip,67,13,4.230769230769231,0,0,35,show I all flight to dallas that be less than 1500 dollar round trip,14,3.9285714285714284,0,0,0,1
 what are all the flights into atlanta's airport,atis_flight,atis,what are all the flights into atlantas airport,46,8,4.875,0,0,35,what be all the flight into atlanta s airport,9,4.111111111111111,0,0,1,1
 are there any flights from denver to pittsburgh with stops in atlanta,atis_flight,atis,are there any flights from denver to pittsburgh with stops in atlanta,69,12,4.833333333333333,0,0,35,be there any flight from denver to pittsburgh with stop in atlanta,12,4.583333333333333,0,0,0,1
 what flights from detroit to st. petersburg,atis_flight,atis,what flights from detroit to st petersburg,42,7,5.142857142857143,0,0,35,what flight from detroit to st . petersburg,8,4.5,0,0,1,1
 a flight on continental airlines leaving boston and going to denver,atis_flight,atis,a flight on continental airlines leaving boston and going to denver,67,11,5.181818181818182,0,0,35,a flight on continental airline leave boston and go to denver,11,4.636363636363637,0,0,0,1
 what are all flights from san francisco to philadelphia with stops in pittsburgh,atis_flight,atis,what are all flights from san francisco to philadelphia with stops in pittsburgh,80,13,5.230769230769231,0,0,35,what be all flight from san francisco to philadelphia with stop in pittsburgh,13,5.0,0,0,1,1
 what is the last flight from san francisco to boston this wednesday,atis_flight,atis,what is the last flight from san francisco to boston this wednesday,67,12,4.666666666666667,0,0,35,what be the last flight from san francisco to boston this wednesday,12,4.666666666666667,0,0,1,1
 show me the flights from salt lake city to st. petersburg late night on tuesday,atis_flight,atis,show me the flights from salt lake city to st petersburg late night on tuesday,78,15,4.266666666666667,0,0,35,show I the flight from salt lake city to st . petersburg late night on tuesday,16,3.9375,0,0,0,1
 list flights from denver to philadelphia,atis_flight,atis,list flights from denver to philadelphia,40,6,5.833333333333333,0,0,35,list flight from denver to philadelphia,6,5.666666666666667,0,0,0,1
 i need information on a flight from san francisco to atlanta that would stop in fort worth,atis_flight,atis,i need information on a flight from san francisco to atlanta that would stop in fort worth,90,17,4.352941176470588,0,0,35,I need information on a flight from san francisco to atlanta that would stop in fort worth,17,4.352941176470588,0,0,0,1
 list flights from san jose to houston next sunday,atis_flight,atis,list flights from san jose to houston next sunday,49,9,4.555555555555555,0,0,35,list flight from san jose to houston next sunday,9,4.444444444444445,0,0,0,1
 i would like a to know the type of aircraft leaving from atlanta bound to boston on friday this week,atis_aircraft,atis,i would like a to know the type of aircraft leaving from atlanta bound to boston on friday this week,100,20,4.05,0,0,24,I would like a to know the type of aircraft leave from atlanta bind to boston on friday this week,20,3.9,0,0,0,1
 what are the flights from chicago to indianapolis,atis_flight,atis,what are the flights from chicago to indianapolis,49,8,5.25,0,0,35,what be the flight from chicago to indianapolis,8,5.0,0,0,1,1
 what airlines fly into salt lake city,atis_airline,atis,what airlines fly into salt lake city,37,7,4.428571428571429,0,0,28,what airline fly into salt lake city,7,4.285714285714286,0,0,1,1
 show departures and arrivals in atlanta for american airlines,atis_flight,atis,show departures and arrivals in atlanta for american airlines,61,9,5.888888888888889,0,0,35,show departure and arrival in atlanta for american airline,9,5.555555555555555,0,0,0,1
Do you know any jokes,Jokes,chatbots,do you know any jokes,21,5,3.4,0,0,9,do you know any joke,5,3.2,0,0,0,1
 i would like to find a flight that goes from boston to orlando i would like it to have a stop in new york and i would like a flight that serves breakfast,atis_flight,atis,i would like to find a flight that goes from boston to orlando i would like it to have a stop in new york and i would like a flight that serves breakfast,153,33,3.6666666666666665,0,0,35,I would like to find a flight that go from boston to orlando I would like it to have a stop in new york and I would like a flight that serve breakfast,33,3.5757575757575757,0,0,0,1
 show me the united flights from denver to baltimore,atis_flight,atis,show me the united flights from denver to baltimore,51,9,4.777777777777778,0,0,35,show I the united flight from denver to baltimore,9,4.555555555555555,0,0,0,1
 i'd like to fly from boston to fort worth,atis_flight,atis,id like to fly from boston to fort worth,40,9,3.555555555555556,0,0,35,I d like to fly from boston to fort worth,10,3.2,0,0,0,1
 afternoon flights from boston to san francisco please that leave in the afternoon,atis_flight,atis,afternoon flights from boston to san francisco please that leave in the afternoon,81,13,5.307692307692308,0,0,35,afternoon flight from boston to san francisco please that leave in the afternoon,13,5.230769230769231,0,0,0,1
 i'd like to see flights from pittsburgh to philadelphia,atis_flight,atis,id like to see flights from pittsburgh to philadelphia,54,9,5.111111111111111,0,0,35,I d like to see flight from pittsburgh to philadelphia,10,4.5,0,0,0,1
 show me all flights from san diego to new york using dc10,atis_flight,atis,show me all flights from san diego to new york using dc,55,12,3.6666666666666665,0,0,35,show I all flight from san diego to new york use dc10,12,3.5,0,0,0,1
 i'd like to find the least expensive one way fare from boston to philadelphia,atis_airfare,atis,id like to find the least expensive one way fare from boston to philadelphia,76,14,4.5,0,0,26,I d like to find the least expensive one way fare from boston to philadelphia,15,4.2,0,0,0,1
 can you list all the flights between phoenix and las vegas,atis_flight,atis,can you list all the flights between phoenix and las vegas,58,11,4.363636363636363,0,0,35,can you list all the flight between phoenix and las vegas,11,4.2727272727272725,0,0,0,1
 flights from denver to seattle on saturday morning on continental,atis_flight,atis,flights from denver to seattle on saturday morning on continental,65,10,5.6,0,0,35,flight from denver to seattle on saturday morning on continental,10,5.5,0,0,0,1
 now show me the flights from denver to atlanta,atis_flight,atis,now show me the flights from denver to atlanta,46,9,4.222222222222222,0,0,35,now show I the flight from denver to atlanta,9,4.0,0,0,0,1
 i need a flight from denver to washington dc on wednesday,atis_flight,atis,i need a flight from denver to washington dc on wednesday,57,11,4.2727272727272725,0,0,35,I need a flight from denver to washington dc on wednesday,11,4.2727272727272725,0,0,0,1
 i want to travel from baltimore to washington on a monday,atis_flight,atis,i want to travel from baltimore to washington on a monday,57,11,4.2727272727272725,0,0,35,I want to travel from baltimore to washington on a monday,11,4.2727272727272725,0,0,0,1
 all flights from san francisco to boston leaving before noon,atis_flight,atis,all flights from san francisco to boston leaving before noon,60,10,5.1,0,0,35,all flight from san francisco to boston leave before noon,10,4.8,0,0,0,1
 i'd like the first flight in the morning from boston to washington,atis_flight,atis,id like the first flight in the morning from boston to washington,65,12,4.5,0,0,35,I d like the first flight in the morning from boston to washington,13,4.153846153846154,0,0,0,1
 what flights are available from pittsburgh to baltimore on thursday morning,atis_flight,atis,what flights are available from pittsburgh to baltimore on thursday morning,75,11,5.909090909090909,0,0,35,what flight be available from pittsburgh to baltimore on thursday morning,11,5.7272727272727275,0,0,1,1
 display flights from dallas to atlanta which depart between 2 pm and 6 pm,atis_flight,atis,display flights from dallas to atlanta which depart between pm and pm,69,12,4.833333333333333,0,0,35,display flight from dallas to atlanta which depart between 2 pm and 6 pm,14,4.214285714285714,0,0,0,1
 please show me flights available from pittsburgh to atlanta on a weekday,atis_flight,atis,please show me flights available from pittsburgh to atlanta on a weekday,72,12,5.083333333333333,0,0,35,please show I flight available from pittsburgh to atlanta on a weekday,12,4.916666666666667,0,0,0,1
 please list all flights on united airlines and northwest airlines that go into denver and all flights on northwest airlines and united airlines that fly out of denver,atis_flight,atis,please list all flights on united airlines and northwest airlines that go into denver and all flights on northwest airlines and united airlines that fly out of denver,166,28,4.964285714285714,0,0,35,please list all flight on united airlines and northwest airline that go into denver and all flight on northwest airline and united airlines that fly out of denver,28,4.821428571428571,0,0,0,1
 show me all flights from pittsburgh to baltimore tomorrow,atis_flight,atis,show me all flights from pittsburgh to baltimore tomorrow,57,9,5.444444444444445,0,0,35,show I all flight from pittsburgh to baltimore tomorrow,9,5.222222222222222,0,0,0,1
 show me flights from denver to dc on wednesday,atis_flight,atis,show me flights from denver to dc on wednesday,46,9,4.222222222222222,0,0,35,show I flight from denver to dc on wednesday,9,4.0,0,0,0,1
 is there an early morning delta airlines flight between boston and washington,atis_flight,atis,is there an early morning delta airlines flight between boston and washington,77,12,5.5,0,0,35,be there an early morning delta airline flight between boston and washington,12,5.416666666666667,0,0,0,1
 how do i get to philadelphia downtown from the airport,atis_ground_service,atis,how do i get to philadelphia downtown from the airport,54,10,4.5,0,0,40,how do I get to philadelphia downtown from the airport,10,4.5,0,0,1,1
 show me the flights from san francisco to newark that leave after 11 pm,atis_flight,atis,show me the flights from san francisco to newark that leave after pm,68,13,4.307692307692308,0,0,35,show I the flight from san francisco to newark that leave after 11 pm,14,4.0,0,0,0,1
 what are the flights and fares from atlanta to philadelphia,atis_flight#atis_airfare,atis,what are the flights and fares from atlanta to philadelphia,59,10,5.0,0,0,36,what be the flight and fare from atlanta to philadelphia,10,4.7,0,0,1,1
 on may four atlanta to denver delta flight 257,atis_flight,atis,on may four atlanta to denver delta flight,42,8,4.375,0,0,35,on may four atlanta to denver delta flight 257,9,4.222222222222222,0,0,0,1
 what is the earliest flight from washington to san francisco,atis_flight,atis,what is the earliest flight from washington to san francisco,60,10,5.1,0,0,35,what be the early flight from washington to san francisco,10,4.8,0,0,1,1
